0319-6G20	37-13	67-14	Acetobacteraceae	Acidobacteriaceae_(Subgroup_1)	Actinomycetaceae	AKIW781	Akkermansiaceae	Amoebophilaceae	Anaerolineaceae	Anaplasmataceae	Archangiaceae	Atopobiaceae	Bacillaceae	Bacteroidaceae	Bdellovibrionaceae	Beijerinckiaceae	BIrii41	Blastocatellaceae	Blattabacteriaceae	Brevibacteriaceae	Burkholderiaceae	Caedibacteraceae	Carnobacteriaceae	Caulobacteraceae	Cellulomonadaceae	Cellvibrionaceae	Chitinibacteraceae	Chitinophagaceae	Chthoniobacteraceae	Chthonomonadaceae	Clostridiaceae_1	Corynebacteriaceae	Crocinitomicaceae	Cryptosporangiaceae	Cytophagaceae	Deinococcaceae	Dermabacteraceae	Dermacoccaceae	Devosiaceae	Dietziaceae	Diplorickettsiaceae	Dongiaceae	Enterobacteriaceae	env.OPS_17	Erysipelotrichaceae	Family_X	Family_XI	Family_XI_2	Family_XI_2II	Family_XII	Flavobacteriaceae	Frankiaceae	Fusobacteriaceae	Gaiellaceae	Gemmataceae	Gemmatimonadaceae	Geodermatophilaceae	Halomonadaceae	Helicobacteraceae	Hymenobacteraceae	Hyphomonadaceae	Iamiaceae	Ilumatobacteraceae	Isosphaeraceae	JG30-KF-CM45	KF-JG30-B3	Kineosporiaceae	Labraceae	Lachnospiraceae	Lactobacillaceae	Legionellaceae	Leptospiraceae	Leptotrichiaceae	Methanobacteriaceae	Methanomethylophilaceae	Methylophilaceae	Methylopilaceae	Microbacteriaceae	Micrococcaceae	Micromonosporaceae	Microscillaceae	Microtrichaceae	Mitochondria	Moraxellaceae	Muribaculaceae	Mycobacteriaceae	Nakamurellaceae	Neisseriaceae	Nitrosomonadaceae	Nitrososphaeraceae	Nocardiaceae	Nocardioidaceae	NS11-12_marine_group	Oligoflexaceae	p-2534-18B5_gut_group	P3OB-42	Paenibacillaceae	Paracaedibacteraceae	Parachlamydiaceae	Pasteurellaceae	Pedosphaeraceae	Pirellulaceae	Planococcaceae	Polyangiaceae	Porphyromonadaceae	Prevotellaceae	Prolixibacteraceae	Propionibacteriaceae	Pseudomonadaceae	Pseudonocardiaceae	Pyrinomonadaceae	Reyranellaceae	Rhizobiaceae	Rhodanobacteraceae	Rhodobacteraceae	Rhodocyclaceae	Rickettsiaceae	Rikenellaceae	Rubinisphaeraceae	Rubritaleaceae	Ruminococcaceae	Saccharimonadaceae	Saprospiraceae	SC-I-84	Schlesneriaceae	Solibacteraceae_(Subgroup_3)	Solimonadaceae	Solirubrobacteraceae	Sphingobacteriaceae	Sphingomonadaceae	Spirochaetaceae	Spirosomaceae	Spongiibacteraceae	Sporichthyaceae	Staphylococcaceae	Streptococcaceae	Streptomycetaceae	Tepidisphaeraceae	UBA12409	Unknown_Family	Veillonellaceae	Verrucomicrobiaceae	WD2101_soil_group	Weeksellaceae	Xanthobacteraceae	Xanthomonadaceae	NA
SG17.8M.S47	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	265	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	416	0	0	0	0	0	0	0	66	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	17	0	0	0	27668	0	0	0	0	0	0	0	0	0	0	0	1	294	32423	0	0	0	0	85	0	0	0	0	0	0	0	0	43	0	68
SG17.9F.S37	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	19	0	0	0	0	18	0	0	0	0	0	0	0	0	0	5	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	7	0	11	0	0	6	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	11	16	0	0	62375	0	0	0	0	0	0	0	0	0	0	0	0	110	13404	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	154
SG17.9M.S48	0	0	0	0	0	0	0	0	0	0	52425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	3183	0	0	0	0	108	0	0	0	0	0	0	0	20	1255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123
TSA17.1F.S28	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	22	0	0	0	0	12	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	20	0	0	4	0	0	0	0	188	9	0	18	74009	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	62	61	0	0	0	0	0	0	0	59	0	0	113
TSA17.1M.S27	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	8	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	0	0	0	0	0	0	0	79904	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	62
WW18.10M.S20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	286	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	30	0	0	0	0	0	49	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	1172	0	0	0	18	0	0	0	32988	0	0	0	0	0	0	0	0	0	0	0	0	747	8135	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	78
WW18.1F.S8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	14	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	316	0	0	0	121	59	0	0	82948	0	0	0	0	0	0	0	0	0	0	0	0	162	3	30	0	0	0	0	0	0	0	0	0	0	0	0	23	27	42
WW18.1M.S11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	775	0	0	0	0	0	0	452	0	4369	0	0	0	0	0	0	277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	334	403	0	0	0	0	0	0	0	161	0	0	0	0	0	0	0	19	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145
WW18.2F.S9	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	101	0	0	32	0	0	0	0	0	0	43	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	235	0	0	0	0	0	0	0	102	0	0	0	0	32	0	0	6	0	0	0	0	0	0	0	39	0	0	0	0	0	21	4228	0	0	0	63	33	0	0	55503	0	0	19	0	0	0	0	0	0	0	0	0	440	2611	0	0	0	0	0	9	0	0	0	0	0	0	0	6	0	209
WW18.2M.S12	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	69	0	0	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	151	0	4	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	1	39	0	0	0	281	0	0	0	44299	0	0	0	0	0	0	0	0	0	0	0	0	141	28194	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	133
WW18.3F.S10	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	17	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	12	7	0	0	0	0	0	0	0	0	0	14	0	0	6	0	0	0	0	10	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	9	0	10	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	21	0	0	0	0	1	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	16	0	0	0	68161	0	0	0	0	0	0	0	0	0	0	0	0	56	2	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	146
WW18.3M.S13	0	0	0	0	0	0	0	0	0	0	1969	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	80	0	0	0	85	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2295	0	0	0	0	0	0	0	157	0	0	0	0	942	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0	25	660	0	0	0	85	0	0	0	21855	0	0	0	0	0	0	0	0	0	0	0	0	220	9616	62	0	0	0	0	0	0	0	0	0	0	0	0	49	0	228
WW18.4M.S14	0	0	0	0	0	0	0	0	0	0	1	0	7	0	0	0	140	0	0	0	0	6	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	4	0	0	0	0	0	0	14	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	475	0	0	0	0	0	0	0	139	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	382	0	0	0	223	0	0	0	41997	0	0	0	0	0	0	0	0	0	0	0	0	51	1171	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	52
WW18.5M.S15	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	315	0	0	0	0	339	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	55	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	2684	0	0	0	0	10	0	0	97	0	0	0	0	487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	44	0	0	0	188	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	3351	35224	19	0	40	0	0	0	0	0	0	0	0	0	151	0	0	167
WW18.6M.S16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1268	0	0	438	0	612	0	0	0	0	0	0	0	0	0	0	493	0	0	0	0	0	569	0	0	0	0	0	0	0	0	0	0	0	0	1033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	571	0	0	0	0	0	0	244	417	0	0	0	0	283	759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	1215	0	0	0	1615	657	0	0	0	0	0	0	0	0	0	0	0	711	10931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	303	3573
WW18.7M.S17	0	0	0	0	8	0	0	0	0	0	4087	0	27	4	0	0	15	0	0	0	0	151	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	94	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	90	0	0	0	0	82	0	0	1867	0	0	0	0	0	0	0	212	0	0	0	0	75	0	0	26	120	0	0	0	0	88	0	0	0	0	1	0	0	75	92	0	0	0	261	85	0	0	179	198	0	0	98	0	0	0	0	0	0	0	0	1028	24230	0	0	0	0	459	0	0	0	0	9	0	0	0	54	0	920
WW18.8M.S18	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	208	0	0	0	0	1034	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175	0	0	0	270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	1089	0	0	0	0	0	0	0	747	0	0	0	0	179	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	1278	0	0	0	935	0	0	0	61255	0	0	0	0	0	0	0	0	0	0	0	36	1131	17	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	622
WW18.9M.S19	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	43	0	0	0	46667	0	0	0	0	0	0	0	0	0	0	0	0	147	8	23	0	0	0	18	0	0	0	0	0	0	0	0	35	0	180
YR17.12F.S25	0	0	0	1	0	0	0	0	0	0	0	0	0	50	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0	126	0	0	0	75888	0	0	0	0	0	0	0	0	0	0	0	0	125	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2768	80
YR17.13F.S26	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	31	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	628	0	0	0	38	0	0	0	55432	0	0	0	0	0	0	0	0	0	0	0	0	181	1	0	0	0	0	0	0	0	0	10	0	0	0	0	0	1	29
YR17.1M.S24	155	0	0	0	0	377	0	0	0	0	1687	0	0	151	0	0	161	0	0	0	0	273	0	0	0	0	0	0	144	0	0	0	13	44	0	0	0	0	0	139	0	0	0	5	0	0	0	769	0	0	0	159	0	502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	1270	0	0	0	0	224	0	88	0	1079	0	15	387	0	0	0	0	0	0	0	0	1597	0	0	0	0	473	130	0	95	1264	0	0	0	0	0	0	0	98	0	0	51	0	0	0	0	0	0	0	0	0	879	15	0	0	0	0	3933	0	0	0	0	1461	0	0	466	91	0	1149
YR17.2M.S57	0	0	0	0	0	0	0	0	0	0	0	0	11	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	42	0	0	0	73	0	0	15	0	0	0	0	0	0	0	0	0	0	30112	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	142
YR17.3M.S58	0	0	0	0	0	0	0	0	646	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	25	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17989	0	0	0	0	0	0	0	0	0	0	0	0	0	18355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81
YR17.4M.S59	0	0	28	0	0	0	0	0	1	0	231	0	0	0	0	0	53	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	101	0	0	0	11	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	12	0	0	0	0	38984	0	0	0	0	0	0	0	0	0	0	0	0	264	14	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101
YR17.5M.S60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	31113	0	0	0	0	0	0	0	0	0	0	0	0	0	2989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	227
YR17.6M.S61	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	15	0	14	0	17846	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	77
